,review_id,app_id,review_text,label
16,136555240,2156300,In its current state I wouldn't recommend this game. It has potential but if every episode is going to be 30 minutes of game play its not worth it. There were bugs and accessing the pause menu is impossible to work if there's any sort of interaction on the screen. It's impossible to turn the music off and there's no way to roll-back or remove the ui to look at the renders. Also not being able to skip at certain points can get rather annoying and opening the logs just throws up errors. The beta felt longer than all the new content and even then a lot of the new content was already show in the trailers and renders that have been released.,0
17,136569512,307950,"Играю в Калибр год, за это время разрабы постоянно улучшают игру и добавляют новый контент. 
Классные оперативники, классные скины на них, как милитари-задрот очень оценил реалистичную снарягу и внимание к деталям. 
Режимы есть и для любителей понагибать в ПвП, и для любителей в коопе убивать ботов. Сейчас добавляют всё больше сюжета, новые катсцены вообще огонь.
В общем, разрабам удачи, огонь, что теперь можно играть и в стиме, пацаны ваще ребята",1
18,136553931,2349550,"Secret Word: Proud

Today I had a rough day at work, very rough. I don't feel appreciated at my work. This game, however, made me feel so much better about myself and didn't belittle me about the struggles I am facing right now. I truly appreciate you all, Randumb, for creating a safe space for me to feel comfort each time I play. <3",1
19,136553187,2299240,"Fated Word: Death

This one was a bit sillier than episode 1, but I enjoyed it! I was curious and decided to weave a bad fate for Thadeus...dang, how sad!",1
20,136572986,2357670,"If you're a fan of strategic gameplay and love collecting cards, then this card battler game is definitely for you! This game is a perfect combination of card collection, deck building, and tactical combat. It is very easy to pick up and play but has enough depth to encourage replays to improve your strategy.

The hand-drawn artwork in this game is awesome, from the unique and varied card designs to the incredibly detailed backgrounds and interfaces. The music is fantastic and perfectly suits the action in the game. Each card has its own strengths and weaknesses that can be augmented with skills and loot, so each round requires careful consideration and strategic thinking.

Overall I really enjoy Fourteen Fiends for its fun, quick gameplay and the potential for deeper strategy from different combinations of cards. Highly recommended!",1
21,136573277,1409300,"What a great start by Pendopo Creations to take a debut step in a early Q2 2023. This game kinda remind me of Lacuna and Virtua Verse since those games look pretty similar. But, review is review so I'm gonna tell what I felt and experienced while playing this game. 

Start by the premise of story, Setyo starting to take a step in Bay City as a foreign agent and then as a security of a tech company. While his colleague, Jack, who works in Bureau appearing in Bay City and gave Setyo a bad news about the lost of his sister so it forced Setyo coming back to Neo-Surabaya and find some clues about his sister. All I can say, the plot is properly wrapped in a 6 chapters in total which makes the story more focused. The story doesn't feel rushed at all. Plot is surprisingly attractive so the experience kinda similar as watching a movie. Besides that, the dialog is well written in english. So, from the story aspect, I could say this game is a have a great plot, not rushed, and a well-written dialog. 

For Indonesian folks, trust me, some of the dialog is so much related to our culture and society nowadays. One of my favorite is while there's a conversation talking about ""a department"" of a country that loved to block an access of one of a biggest game marketplace in a world.
Story: 8/10

Move into the gameplay, this game, put it simply, is an action adventure game with a side-scrolling thingy like Lacuna and VirtuaVerse. The most important value that been delivered by dev to this game is at puzzle and combat mechanics. Puzzle mechs are variative which make this game has a bit of repetitive level. I'm sure that you're not gonna get bored while facing all puzzles in every chapter on this game. Okay, let's say some of them are stealth, hacking like a Watchdogs game, bunker code solving, making a key, ""stay calm while disguise"" with a rythm alike system, etc. There's so much variation of puzzle so I can't put it here all one by one. Besides puzzle thingy, this game also have a freedom for us to fight some foes with any weapon and a combat system. A combat system is quite okay, i think. One thing that annoyed me is just an energy and consumable items while in a fight. Energy drought so fast and consumable items a bit complicated since you need to open an inventory first and the consume the item. It will be better IF this game giving us a ""quick action button"" so we don't need to try hard anymore. 
Gameplay: 7,5/10

The graphics is lovely jubbly. Imagine, the composition of 2.5D pixelated game combined with a proper lighting and synthwave colour tone is just right. It looks satisfying. This game is actually worth for some players who loves to see a pixelated or cyberpunk game themed. Give it a try!
Graphics: 8.5/10

Finally, talking about sound/audio. All I can say is the background music is well delivered in any situation so the tense properly build up while playing the game. When we need to be relax, stressed, pressured, it's all depicted good by a presence of a cyberpunk themed music. 
Sound: 7/10

So, in the end, the pros and cons of this game are
Pros:
+Better plot, movie alike and doesn't feel cheap. 
+Puzzle mechs variative which makes the experience doesn't feel bored.
+Dialog is well written, some of them talking about Indonesian culture and society issues
+Oooomagaaa, the graphics bro, beautiful. 
+There is so many Indonesian thingy in a game like tukang sate, kang cilok, preman, pertunjukan seni, etc while the game is delivered to be fantasy futuristic. 

Cons: 
- Game still buggy and stuck at loading because of steam overlay. pro tip: don't ever open a steam overlay while playing the game. Let's hope the dev will fix it, asap.
- Combat system duh idk, all i want is a ""quick action button"" and some clarity improvement while in a stealth mission. 
- Bahasa Indonesianya ga ada cookkk, semoga ntar ditambahin hehe, ksabar.
- There is no manual saving

Overall, this game is at 7,75/10. Is this recommended? Yes, it is recommended. With this rate of price, you can get an experience of exploring to a deep down of an Indonesian greatest civilization with hi-tech thingy with a great story and puzzle mechs. Let's go give em a try!
",1
22,136573988,2371750,"Must get for a fun game that you can play with all levels of focus. Fun, simple and clear path to victory. Cute animations and fun sounds. very nice.",1
23,136573048,2357670,"This game has original, awesome Art design and a fun concept combining interactivity and card games, skill and luck. I will definitely be playing more to get better at the mechanic and die less! The humor is a bonus, and I personally love the character drawings and facial expressions. Looking forward to unlocking the whole map!",1
24,136574702,2248580,"At first glance the puzzle seems simple, but your brain starts thinking like hell. It's great to come home from work and relax to nice music. Loved the art with the cat girls. The only thing they lack is animation, hopefully the developers will fix that. 
The well thought out story and interaction with the characters drew me into this game. I was surprised that such a simple looking game had multiple endings to choose from. This gave me the incentive to explore other story options. If you love puzzles, kittens, and all things cute, this game is definitely for you! 😻",1
25,136574485,1949030,"I'm only 4 hours in but I wanted to say that I love this game. It's different from the other Frogwares Sherlock Holmes games in that you are solving one grand overarching mystery rather than individual cases, so I haven't had the experience of having to pick who I thought did it with what in that intense and wonderful way that the other games have, but the story that it is telling is so damn compelling that I don't care. I'm still finding clues and slowly piecing together what's happening, all while people are dying and crazy supernatural stuff is happening around me.

The juxtaposition of Lovecraft and Holmes works perfectly, the aesthetics combine well, and I love Holmes' analytical mind trying to work out why there's weird supernatural bullshit happening. I'm super excited to find out what is going on. 

On the mechanical side, this game uses the same engine as Chapter One but adds some excellent quality of life improvements. For one, I think the open world was a detriment to Chapter One, and this one is much more linear which is good. For another you can click Z to have all of the interactable items pop up around you, which is an amazing thing to have in this sort of mystery adventure game.

Special shoutout to the characterization, writing, and acting of Watson in this, he is so good.

Very excited to continue, and congrats to Frogwares for a great game.",1
26,136573584,1949030,"Love this game! It builds upon the characters and game design of the previous game, but with a much darker atmosphere. I also personally liked that the story felt more linear and self-contained compared to the open world of Chapter One. Overall just a really solid and fun detective game!",1
27,136573460,1934040,"At the release date this game feels like its unfinished. i have not found any outstanding bugs or irregularities in performance but after only a few hours of actual gameplay it feels really repetitive without foresight to further complexity or progression.
It is fun and quite relaxing but sadly there is not enough gameplay for me to come back to the game if this is the ""Final"" version.

I hope to see this game develop more and watch it become something i could spend years playing, but for now i would be bored after 10 hours of gameplay and in 13 hours i would have all the achievements.",0
28,119682629,1729900,"Now let me get this out of the way. The game has potential. But right now it's very clearly unfinished. My first problem is there being no tutorial, thankfully somebody posted a guide explaining the basic mechanics. Apparently there's a flow mode and different characters have different things they specialize in (For example: More damage but you take more damage, stronger flow mode, etc.) But I didn't even realize this for the first 10 minutes since none of this is explained to you. Even the guide doesn't specify what character does what. Also, speaking of characters. Their designs for most of them are unfinished. One character looks like they got somebody else to draw smoothly. The rest though are hand drawn models that look like a deveant art OC. Hell, in actual matches there's not even the character model. Just a rough sketch with basic outlines. Now (In my opinion) the worst thing about this game is there's no online multiplayer. Sure you CAN play with friends. But that seems local only. It could be a 6/10 with the online multiplayers, but without it (including the rest of my points) it drops down to about a 4-5/10. Fix all these issues and you got a solid 7-8/10 rythm Game.
TLDR; Add a tutorial and online multiplayer, along with finishing the characters and you get a solid game.",0
29,118681190,1729900,"Rhythm Brawl is a laughably poor Guitar Hero ripoff with an adversarial bent as you play a 3 button rhythm game to some pretty craptastic music and wonder why Valve doesn't have the quality control for Steam it so badly needs.  There's a few different game modes and you can play PvP or vs the computer or just watch the computer play itself, this is convenient because while the computer is playing itself you can go find a pencil to rupture your eardrums so you don't have to listen to the crap music anymore.  Very thoughtful of the developers there. 

The nicest thing I can say about this is that it doesn't use 2D retro pixel ""art"".  Unfortunately, instead, it uses some of the most eye gougingly bad high school art class dropout drawings (I won't deign to call that scribbling ""art"") instead.  Like really bad.  Pixel art would be better, seriously, it's atrocious.  The developers indicated they would replace it, but that hasn't happened yet, so the game gets judged for what it is. 

There's no options to change the resolution for the game or customise the graphics settings.  There's no way for gamers to ensure this is running at the native resolution of their displays... there's no guarantee this game will look right on any PC as a result of this hamfisted design decision.  There's no way for gamers to try improve the low quality graphics.

Some of the defects in the game can be attributed to the choice of using the Godot game engine/toolset.  This is a very poor quality toolset sometimes used by amateur developers as it's free (so they don't have to pay for GameMaker Studio) and doesn't require advanced game development skills, but unfortunately has very limited capabilities (it's arguably worse than GameMaker Studio).  Just as you can't make a silk purse out of a sows ear, you can't make a great video game if you use a terrible engine.

They're seriously trying to charge money for this, $4 USD plus an eye watering $8 USD to unlock the rest of the game they haven't finished (yeah, there's DLC for an incomplete Early Access game, that's not okay to the point of being unethical).  All that for a business model to try compete with Spotify by charging $12 USD for 6 crap songs on Steam.  Ugh.  If you play this game I recommend proactively seeing an oncologist afterwards.",0
30,121230865,1729900,"Rhythm Brawl, unlike most games I don't recommend, has A LOT of promise. I VERY MUCH so hope this game gets an update that fixes all issues, because I believe that this game could be something magical if fixed in the future. also I HIGHLY encourage the developer/developers to reply to this message once an update is put out! I would love to change this review to a recommend.

First off, A LOT of the art is unfinished. I'm of the belief that if you plan on making a commercial product, you HAVE to finish those kinds of assets beforehand. I understand this game is in Early Access, but this feels like an EARLY EARLY ACCESS. A would love to also see different character have different passive abilities and maybe an attack move that's different per character. More music would be awesome as well. 

Along with this, online play would be huge for a game like this. My final thoughts are that if you add Steam Workshop this could be the defacto Rhythm Fighting game that people have been begging for. You have something special here. Please add Steam Workshop. Other than that, if the game fixes these issues, this will be an incredible game.",0
31,121311975,1729900,I get more points than NPC and still lose what wrong with game.,1
32,136553392,2109430,"Really nuanced characters (not a single one of them is the stereotypical Visual Novel Evil Antagonist, for one), every choice genuinely matters, there are a number of distinct endings to unlock, and an interesting and unexpected plot! Also, the cinematography is beautiful and reminiscent of both Legacy and Uprising, there are nods to previous canon in both the dialogues and the visuals, and the puzzles are very doable and can be skipped without losing out on story content. Definitely a must-play for Tron fans!",1
33,136552499,2109430,"I am 3 hours into the game and thoroughly enjoying the dialog and story line.  I am a TRON fan so this game is fitting for me and for only $15, it fits perfect.  I will be playing through the story line again and hope to share with other members of my family.",1
34,136553614,2109430,"If you like TRON and Detective games, you'll enjoy this. Feels like a classic PC game, I dig it.",1
35,136553784,2109430,"Produced by disney, and it shows in the bad ways you'd expect from modern disney.",0
36,136574595,307950,Russian trash game 1/10,0
37,136574168,1811990,"As someone who has played a ton of roguelike/lite cardgames this game is top tier in terms of quality.
I will update when I get to the point where I feel as though I'm done with the game.",1
38,136574957,307950,"Niche game, I like it ..... I miss so much Ghost Recon Phantoms and this remind me a little of him.

If devs are reading pls consider to add a conquest mode, possibly a vertical map with progressive zone to capture like Ghost recon phantoms or it was called also GRO - online. And if possible more players in each team with respawn ... 8vs8 would be awesome. 

I wish you all the best for the game.",1
39,136574914,307950,Interesting and fun game,1
40,136574174,1811990,"Difficult, but fun.",1
41,136574399,1811990,"Extremely easy to learn, but challenging roguelike deck builder. It does very well to quickly get you into the game, and everything is easy to understand and play. No convolution what-so-ever. Cute art style, good music, good effects and animations.

Gameplay-wise, you pick your ""hero"" card, and go on a randomly generated, mostly-linear journey and get as far as you can. Once you die, you pick a new hero and do it all over again while upgrading your town over time to provide you with new cards, items, etc.

I'm not a huge fan of deck-builders or card games, but this one is definitely worth looking at and considering as it is actually a lot of fun.",1
42,136521161,2349550,Secret Word: Proud,1
43,136524623,2008820,my favourite part was then the night said its morning time then the sun proceeded to rise and it became morning,1
44,136522792,2349550,"Thank you once more Kind Watcher.

My gifted word, was Strength.

Combining the two from the first and second I get

Garden, Strength.

Thank you for the soul poking questions <3",1
45,136522715,2299240,Secret Word: Life,1
46,136553596,1118110,"This game is similar to a series of farm simulation games from another big publisher, but this one is from an indie. Overall, not a bad game, for its low price found no flaws, you can mine but not bitcoins, everything is cool",1
47,136552308,2364030,"[h1]Experienced on the Meta Quest 2[/h1]

You can view my initial impressions review & gameplay here: https://youtu.be/9Wax1TLL-gc

Anybody who follows my reviews knows that I absolutely love VR roller coaster / amusement park rides. So this game should be right up my alley, a fun twist on the coaster formula with some action adventure thrown in. 

Yeah, this game took everything I enjoy about coasters and made it into a bland, repetitive game that sucks all the joy & thrills from fun rides. It's a poorly made game on the Unreal Engine. At least it seemed be to be running at a steady 90 fps on my RTX 3080 and it did not crash. That ends anything positive I can say about this experience.

The visuals are ugly. The UI is horrible. Your motion controllers (at least on the Quest Touch controllers) are mis-aligned with your avatar pickaxes / shield that you hold. The feedback from any action is terrible. I couldn't tell whether I had hit an object or if I had correctly blocked or dodged out of the way. The sounds are bad as well. The music is bad. The gameplay is bland and repetitive. 

I would not recommend this game if it were free to play. I wanted to quit after 30 minutes of gameplay. I went with my gut feelings to quit and do anything else. Maybe someone out there can play this game for longer than 30 minutes, but for my own sanity I will uninstall this game and never play it again.

[b]Rate 3/10.[/b]

[quote]Please note: I received a free Steam key through the Steam Curator Connect program. You can join my Steam Curator group, Oculus Rift Reviews, here: https://steamcommunity.com/groups/Oculus_WMR [/quote]",0
48,125559837,1729900,ms paint rhythm my belowed,1
49,135237351,1729900,"[h1]Before I played Rhythm Brawl, I had a small pp, no friends, no gf, depression, and no life. These things havent changed, but the game is pretty good[/h1]",1
50,136513866,1409300,"This game supposed to be fun, but there was this moment when I move my MC Setyo the game got stuck or choppy or laggy or whatever it is.

I hope the other players who got excited over this game didn't share the same experience as I do.

Please, optimized the game, thank you.",0
51,136514533,2364250,A cool game in which you have to make your own supermarket. Of the pluses is the fact that money is accumulated even if you do not enter the game. I love clickers and this game is no exception. I recommend,1
52,136554371,2368650,It is a very well crafted game but my eyes hurt so bad from it,0
53,129157010,1498040,"The concept of the game is really great, out of the framework of the traditional vampire survivor, but it feels like the art and content need to be strengthened more",1
54,129146976,1498040,"animations are too big, you cant navigate properly as you cant see your character, there is nothing new in the second and third stage, more skills are needed

good concept with right left connections but needs lots of work. keep it up",0
55,129269247,1498040,"I really enjoy the game, one or 2 recommendations i can make fir this game ""quality of life"" changes could be made.

One thing that is a big problem, The settings button is next to the remake button. 1 small miss click ruins your game progress. 
Second thing is adding a popup on the Remake button for confirmation to make even more sure that they are sure that they want to remake and to remove the accidental clicks.",1
56,129290348,1498040,"crashed my game after I made a dumb build... 100/100 :P
",1
57,136383536,1498040,"Technically received this for free, but from an old work buddy who thought I might be into it. I gave him Hardcore Mecha in return. Anyway, he was right. This game is amazing. 

It's nuts and easily one of the better ""Vampire Survivor-likes"" out there. If you're looking for a wild time where you spent a few minutes between rounds figuring out a ton of gimmicks to chain together to create utter nonsense before you fight again, this is for you. It's more or less an ""engine building"" game, where one thing triggers another thing and efficiency buffs damage and things... Start off with a simple Spine and a tentacle gun, make it so that tentacle gun bursts into a giant skeleton blade on contact and poisons things. Use another brain to maybe build a function that connects all enemies who are poisons to be chains together by a death beam that saps their health for five seconds. Now do that for a default (for most prototype characters) for 8 total modules and level up to maybe 12, and up to four brains doing different things. Want to go summoner? Take a Queen and pick up every spawn thing you can, make them shoot instead of you or carry around debuff clouds. Want to machine gun things? Take a bunch of piercing tentacles and boxer nerves to trigger a lot of ""on hit do this"" commands. Don't worry about committing to stuff... you can tear these structures all down and reuse your components or sell them off between fights. Also has a trial mode so you can test your crazy thing before you actually have to worry about dying. 

Freaking fantastic. Thoughtful, strange, and something to really make you think a bit to optimize. Only real complaint at the moment is enemies mostly just run at you at various speeds and take more or less damage. Feels like they're just messing around to get all the node building right at the moment and maybe enemies become more interesting in the future. Still, worth it just to screw with. Totally recommend.",1
58,136329781,1498040,For this short price it is INSANE,1
59,136490524,1498040,GOOD,1
60,100762755,1694740,"[quote][url=https://store.steampowered.com/curator/32732116-IndieGems/]Follow our curator page: [b]IndieGems[/b] if you like and want to see more reviews like this one.[/url][/quote]

[i]Simple Sky[/i] is top-down twin-stick space-shooter/score-chaser with some unique ideas. The simple and bright artwork gives the game a friendly appearance, but after I headed into the main game, I quickly realized that it gives the player no quarter. There are 10 difficulty settings, and only two are unlocked in the very beginning. Well, so far, I have yet to unlock another. Please keep in mind that this game is in Early Access currently, and some of my discussion may be outdated by the time you are looking at the game.

[h1]Gameplay[/h1]
The idea is simple, you start off as a ship with a main and secondary weapon, all of your movements use your energy reserves that spontaneously regenerate, and every action has a cooldown. Enemies start coming after you in what almost seems like a survival arena and you need to fend them off until the boss encounter for that particular stage, after which you can complete the stage and move on or stay behind to gather some more resources, though with a finite absolute time limit. There's a visual countdown to when things start going haywire if you stay too long, so it's not difficult to gauge this.

During your time spent on any level, finding local planets of various sizes and mining their resources will be very important. These resources are currency that you also get by killing enemies and you can upgrade your ship every time you reach a preset ""value."" You need to be docked on a planet while you upgrade, and this isn't difficult, you can run headfirst into a planet and that counts as docking.

When you make an upgrade, you are given a choice from 3 random selections. You can gradually maximize your firepower, your abilities, your cooldowns, HP, etc. through your various upgrades. You can even increase how many selections you get when you upgrade. If you get lucky early on, you can take an upgrade to make it possible to upgrade mid-flight, which doesn't seem like much, but is actually a huge boon. Or at least I think so.

In each level, you are constantly being hunted by the boss, which slowly approaches you from afar. You can see where it is and where you are, along with locations of the different planets on the minimap. It would seem that either avoiding the boss in the beginning or heading right in may each have its own benefits, I have yet to figure out the perfect strategy.

The individual runs in this game are usually pretty short. If I don't have a good combination going for me from the first few upgrades, I find that I can rarely make it to or past the 2nd boss. With some nice upgrades working in nice synergy, I was able to get to what I thought to be the final boss on the easiest difficulty, though I still struggled to live to the end. I would say average runs for me when things are going well are around 15 minutes or so.

There is a lot of movement based on your momentum, and because you are a ship moving around in space, you can expect to have some arcing movements and annoying ""sliding-on-ice"" feel as you try to maneuver around. This is just something to get used to, it's a game decision that will make a lot of people throw their hands in frustration but it's a decision specifically for this game. Once you get used to it, it won't feel so bad.

[h1]Controls[/h1]
Keyboard and Mouse required, and for some reason I had to launch this on my laptop, since on my main PC, the keyboard was being recognized in the menu, but once the run started, it wouldn't respond. I do hope that this gets hashed out and not too many people buy and need to refund due to unrecognized keyboard controls.

[h1]Graphics[/h1]
The artwork in this game is nothing to write home about, everything is pretty simplistic in design. It has bright colors and simple designs that give it a bit more friendly appearance, but the game mechanics beg to differ.

[h1]Music & Sounds[/h1]
The music gets super repetitive, to the point that I had to turn it off

[h1]Audience[/h1]
This is where I struggle a bit. I would say more for people who don't mind repetitive deaths and are okay with working through the initial slow bits in an arena-survival/shooter game. The run becomes more enjoyable when you can survive the initial start-up phase, which can be over quickly if things fall in nicely, but can also draw on for a while.

[h1]Pricing[/h1]
Early Access base price is $9.99 with regional pricing. It does have some replay value in that you are trying to chase the high-scores in kills during your runs while also trying to beat the game as fast as you can--the two leaderboards on Steam. I think the price is fair as far as people who enjoy the game are concerned. Those who cannot stand it have plenty of time to experience it prior to making a decision to refund, if truly they determine it's not worthwhile.

[h1]Personal Wishlist[/h1]
1. Have the issue fixed so I can play on my main computer, but the problem is that I have no idea what the issue is.
2. Having a bit simpler initial stages of each run when it comes to upgrades. I find that it's the part I enjoy the least and it tends to drag on for a while, and for me that's the do-or-die part of the run. If I make it, the rest of the run is enjoyable, if I die, then I have to start over from scratch and keep my fingers crossed.
3. More clear-cut synergy effects when upgrading, maybe showing some numbers/stats or highlighting which other prior upgrades will benefit, etc. It would be nice to know whether I am making a good decision or not when upgrading.
4. The mid-flight upgrade option comes up infrequently and I personally dislike the fact that I have to dock to upgrade prior to getting this. I almost wish the requirement to dock to upgrade would be removed completely.
5. More weapons/upgrade options, etc.

Bottom line in regards to this section is me saying that for these kinds of games to keep me interested, I need to see faster earlier progress to get to the fun parts, to keep me coming back and playing another run. It's not difficult to start another run after the previous, but the desire to immediately start is definitely hindered by the knowledge of the beginning grind. It may be only a few minutes, but it's enough to make me hesitate. With that and some additional QoL changes to facilitate smoother and more streamlined gameplay, I would enjoy it a lot more.

[h1]Conclusion[/h1]
[i]Simple Sky[/i] is overall pretty fun, and so far I am enjoying myself. I realize that this game is in Early Access and so I hope to see some improvements in the aspects that I have requested, just to make it even more fun. I have confidence in that this developer will make the game better from its current build as there seems to be an update every time I look at it, especially with the latest one around a request that I had made.

Current score 7/10 (written Oct. 9, 2021).

Thank you for reading.

[quote]I received the product for free. I did not receive any compensation to write this review. The opinions represented here are entirely my own and were not influenced in any way.[/quote] 
",1
61,129121529,1498040,"This game looks like a biopunk version of the recently saturated 'Vampire Survivors'-style swarm survivor roguelikes. However, the upgrade system separates this title above the rest. A deep, complex chain of inter-dependent limbs and organs allows nearly infinite permutations, each one visually represented on the player's character. This is the Hades of swarm survivors. It delivers far more entertainment value than it costs; I would happily pay $15+ for this much fun recombining abilities and seeing how they make my lil' mutant look.",1
62,136554193,2364880,"ONCE AGAIN CAW CAW, CROW IS THE FIRST PERSON TO REVIEW A GAME ON STEAM CAW CAW 

TRYING TO UNDERSTAND THIS GAME IS LIKE ASKING HOW CROW CAN LUBE HIS MECHANICAL SWITCHES WHEN HE LIVES IN A HOUSE WITH 6 CATS CAW CAW

THE MAIN CHARACTER CAN DIE FROM A BEE STING CAW CAW, AT LEAST MAKE IT THE GROUND BEES CAW CAW. GROUND BEES DON'T MESS AROUND CAW CAW. CROW WILL NEVER STEP ON THAT RHUBARB PLANT AGAIN CAW CAW",1
63,136555159,1974290,More of the old aided by a better UI designer. A+,1
64,136554997,2310610,Nice scary and complex game. Puzzles can take some time but overall it's fun.,1
65,136552376,2285400,"The game mode is slightly different from other tower defense games.
Towers can't be upgraded once you've placed them, can only delete them and re-place others.
High-class towers can be purchased when you upgrade the shop. Some towers will give you skills and you can use them once each wave.
An interesting point is the combination of effects, for example the ice tower only slows the enemy, but when the enemy is wet, they can be frozen by the ice tower, and you can wet the enemy with traps or water tower.
A good tower defense game, but...
No speed up mode
and
no pause button
so I can't play this game while eating
or go to the toilet ╥﹏╥",1
66,136552204,2109430,"A short but very sweet return to the Tron universe. My first playthrough lasted just over 2 hours, and I was fully engrossed the whole time. The developers perfectly captured the look and sound of the Grid, and the story and characters are very well written and feel true to the Tron universe. The puzzles were alright, not terrible but not to noteworthy either.

I would probably give it a high 7/10, maybe even 8/10 depending on how the other endings are (only gotten the bad ending so far)",1
67,136574855,1811990,"So something interesting- While I love roguelike deckbuilders, I frequently find myself frustrated with them. Slay the Spire, Dicey Dungeons, etc, they're fantastic, but bad luck can be extremely frustrating.

I'm not having this problem with Wildfrost.

Now obviously I've only played an hour so far, and I definitely haven't made much progress, but every time I've died so far, I've always felt like it's my fault in some way, whether I made a stupid decision or didn't prepare well, and even in the times when RNG has screwed me via lacking options for card synergy or in-battle junk, it still feels so much less frustrating than in other roguelike deckbuilders. I think this is partially because of the way the gameplay is structured; there's no obvious endpoint, just a continuing path, and you're not spammed with cards or the like. Every encounter keeps you incredibly invested with how you're strategizing, and even when you lose, the progression with the town can help you still feel as though you're making progress.

If you really want to try this game but aren't entirely sure, I'd say go for it. I'm having a blast so far and the literal only reason I'm taking a break after an hour is because I, unfortunately, have important things to do T_T But I will absolutely be back ASAP to see more of this game. I only hope I can actually strategize well enough to do well, hah.",1
68,136573476,1772830,"Was lucky enough to get to playtest this game, i really love the feel of the grappling hook, i've pulled off some great shenanigans with it ^^ and i'm a sucker for a good metroidvania style game.
Highly recommend!",1
69,136573537,2216700,"this is definitely a fresh take on the genre. 
Nice replay-ability",1
70,136575013,1811990,"Really like the game so far, and it is GORGEOUS!!!",1
71,136572582,2109430,"Very amazing game, as a Tron fan but not someone big on visual novels it's absolutely everything I could ever want with new lore, great new characters that i will protect at all costs (1 in particular), and a great story. Thank you Mike and the team!!!",1
72,136574565,1811990,"summoned a 4 hp follower few rounds later gets poisoned for 20 dmg poor guy dissolved

fun and fair game",1
73,136574310,1919720,"The game released in a promising state on Early Access: The foundation was there, the gameplay loop was fun, decent spells and even if it was lacking in both content and mechanics at the time, the hints of what was upcoming was promising and would have very likely made it a great game in the genre. I don't know what happened but unfortunately the game barely received any updates during the Early access period and was left in an incomplete state that just make it hard to recommend to anyone. The Early Access tag was simply removed during release day without any content update, which means that the devs were unable to continue working on the game for any reason.

I'm deeply disappointed because from all the games in the genre this was the one that perhaps I was the most excited about because I really liked the overall setting and base spells but if you are looking for a game of this type my suggestion is to play something else.",0
74,122580797,1729900,"cool, has potential but i think the drawings should be done before anything else.",1
75,136553432,2227150,"Very cute game, solid controls, fun to play, great price. What more do you need?",1
76,136553039,2349550,"okay, loved it , a creepy therapist without the cost !
my word was grace",1
77,136553094,2349550,"My Word from this game was Grace

It was a nice game",1
78,136573912,2103530,"Not as good as melvor idle.  It does however have some multiplayer aspects that Melvor idle doesn't.  
I am not a huge fan of the way they are attempting to get money out of you.  It is one thing to purchase a game and have it all unlocked.  It is another thing to offer purchases that have limited time amounts.  



Overall it is meh.  Not good and not bad.",0
79,136572886,2363930,this is a must play for fans of Evil Dead. a great blend of horror and cheese,1
